symbol,name,market,as_of,source
018680,서울제약,코스닥,2026-06-12,KRX KIND
018700,졸스,코스닥,2026-06-12,KRX KIND
018880,한온시스템,유가,2026-06-12,KRX KIND
019010,베뉴지,코스닥,2026-06-12,KRX KIND
019170,신풍제약,유가,2026-06-12,KRX KIND
019180,티에이치엔,유가,2026-06-12,KRX KIND
019210,와이지-원,코스닥,2026-06-12,KRX KIND
019490,엑시큐어하이트론,유가,2026-06-12,KRX KIND
019540,일지테크,코스닥,2026-06-12,KRX KIND
019550,SBI인베스트먼트,코스닥,2026-06-12,KRX KIND
019570,플루토스,코스닥,2026-06-12,KRX KIND
019660,글로본,코스닥,2026-06-12,KRX KIND
019680,대교,유가,2026-06-12,KRX KIND
019770,서연탑메탈,코스닥,2026-06-12,KRX KIND
019990,에너토크,코스닥,2026-06-12,KRX KIND
020000,한섬,유가,2026-06-12,KRX KIND
020120,키다리스튜디오,유가,2026-06-12,KRX KIND
020150,롯데에너지머티리얼즈,유가,2026-06-12,KRX KIND
020180,대신정보통신,코스닥,2026-06-12,KRX KIND
020400,대동금속,코스닥,2026-06-12,KRX KIND
020560,아시아나항공,유가,2026-06-12,KRX KIND
020710,시공테크,코스닥,2026-06-12,KRX KIND
020760,일진디스플,유가,2026-06-12,KRX KIND
021040,대호특수강,코스닥,2026-06-12,KRX KIND
021050,서원,유가,2026-06-12,KRX KIND
021080,에이티넘인베스트,코스닥,2026-06-12,KRX KIND
021240,코웨이,유가,2026-06-12,KRX KIND
021320,KCC건설,코스닥,2026-06-12,KRX KIND
021650,한국큐빅,코스닥,2026-06-12,KRX KIND
021820,세원정공,유가,2026-06-12,KRX KIND
021880,메이슨캐피탈,코스닥,2026-06-12,KRX KIND
022100,포스코DX,유가,2026-06-12,KRX KIND
022220,티케이지애강,코스닥,2026-06-12,KRX KIND
023000,삼원강재,유가,2026-06-12,KRX KIND
023150,MH에탄올,유가,2026-06-12,KRX KIND
023160,태광,코스닥,2026-06-12,KRX KIND
023350,한국종합기술,유가,2026-06-12,KRX KIND
023410,유진기업,코스닥,2026-06-12,KRX KIND
023440,제이스코홀딩스,코스닥,2026-06-12,KRX KIND
023450,동남합성,유가,2026-06-12,KRX KIND
023530,롯데쇼핑,유가,2026-06-12,KRX KIND
023590,다우기술,유가,2026-06-12,KRX KIND
023600,삼보판지,코스닥,2026-06-12,KRX KIND
023760,한국캐피탈,코스닥,2026-06-12,KRX KIND
023770,플레이위드,코스닥,2026-06-12,KRX KIND
023790,동일스틸럭스,코스닥,2026-06-12,KRX KIND
023800,인지컨트롤스,유가,2026-06-12,KRX KIND
023810,인팩,유가,2026-06-12,KRX KIND
023900,풍국주정,코스닥,2026-06-12,KRX KIND
023910,대한약품,코스닥,2026-06-12,KRX KIND
023960,에쓰씨엔지니어링,유가,2026-06-12,KRX KIND
024060,흥구석유,코스닥,2026-06-12,KRX KIND
024070,WISCOM,유가,2026-06-12,KRX KIND
024090,디씨엠,유가,2026-06-12,KRX KIND
024110,기업은행,유가,2026-06-12,KRX KIND
024120,KB오토시스,코스닥,2026-06-12,KRX KIND
024720,콜마홀딩스,유가,2026-06-12,KRX KIND
024740,한일단조,코스닥,2026-06-12,KRX KIND
024800,유성티엔에스,코스닥,2026-06-12,KRX KIND
024830,세원물산,코스닥,2026-06-12,KRX KIND
024840,KBI메탈,코스닥,2026-06-12,KRX KIND
024850,HLB이노베이션,코스닥,2026-06-12,KRX KIND
024880,케이피에프,코스닥,2026-06-12,KRX KIND
024890,대원화성,유가,2026-06-12,KRX KIND
024900,디와이덕양,유가,2026-06-12,KRX KIND
024910,경창산업,코스닥,2026-06-12,KRX KIND
024940,PN풍년,코스닥,2026-06-12,KRX KIND
024950,삼천리자전거,코스닥,2026-06-12,KRX KIND
025000,KPX케미칼,유가,2026-06-12,KRX KIND
025320,시노펙스,코스닥,2026-06-12,KRX KIND
025440,DH오토웨어,코스닥,2026-06-12,KRX KIND
025530,에스제이엠홀딩스,유가,2026-06-12,KRX KIND
025540,한국단자공업,유가,2026-06-12,KRX KIND
025550,한국선재,코스닥,2026-06-12,KRX KIND
025560,미래산업,유가,2026-06-12,KRX KIND
025620,차AI헬스케어,유가,2026-06-12,KRX KIND
025750,한솔홈데코,유가,2026-06-12,KRX KIND
025770,한국정보통신,코스닥,2026-06-12,KRX KIND
025820,이구산업,유가,2026-06-12,KRX KIND
025860,남해화학,유가,2026-06-12,KRX KIND
025870,신라에스지,코스닥,2026-06-12,KRX KIND
025880,케이씨피드,코스닥,2026-06-12,KRX KIND
025890,한국주강,유가,2026-06-12,KRX KIND
025900,동화기업,코스닥,2026-06-12,KRX KIND
025950,동신건설,코스닥,2026-06-12,KRX KIND
025980,아난티,코스닥,2026-06-12,KRX KIND
026040,제이에스티나,코스닥,2026-06-12,KRX KIND
026150,특수건설,코스닥,2026-06-12,KRX KIND
026890,스틱인베스트먼트,유가,2026-06-12,KRX KIND
026910,광진실업,코스닥,2026-06-12,KRX KIND
026940,부국철강,유가,2026-06-12,KRX KIND
026960,동서,유가,2026-06-12,KRX KIND
027040,서울전자통신,코스닥,2026-06-12,KRX KIND
027050,코리아나,코스닥,2026-06-12,KRX KIND
027360,아주IB투자,코스닥,2026-06-12,KRX KIND
027410,BGF,유가,2026-06-12,KRX KIND
027580,상보,코스닥,2026-06-12,KRX KIND
027710,팜스토리,코스닥,2026-06-12,KRX KIND
027740,마니커,유가,2026-06-12,KRX KIND
027830,대성창투,코스닥,2026-06-12,KRX KIND
027970,한국제지,유가,2026-06-12,KRX KIND
028050,삼성E&A,유가,2026-06-12,KRX KIND
028080,휴맥스홀딩스,코스닥,2026-06-12,KRX KIND
028100,동아지질,유가,2026-06-12,KRX KIND
028260,삼성물산,유가,2026-06-12,KRX KIND
028300,HLB,코스닥,2026-06-12,KRX KIND
028670,팬오션,유가,2026-06-12,KRX KIND
029460,케이씨,유가,2026-06-12,KRX KIND
029480,광무,코스닥,2026-06-12,KRX KIND
029530,신도리코,유가,2026-06-12,KRX KIND
029780,삼성카드,유가,2026-06-12,KRX KIND
030000,제일기획,유가,2026-06-12,KRX KIND
030190,NICE평가정보,유가,2026-06-12,KRX KIND
030200,케이티,유가,2026-06-12,KRX KIND
030210,다올투자증권,유가,2026-06-12,KRX KIND
030350,드래곤플라이,코스닥,2026-06-12,KRX KIND
030520,한글과컴퓨터,코스닥,2026-06-12,KRX KIND
030530,원익홀딩스,코스닥,2026-06-12,KRX KIND
030610,교보증권,유가,2026-06-12,KRX KIND
030720,동원수산,유가,2026-06-12,KRX KIND
030960,양지사,코스닥,2026-06-12,KRX KIND
031210,서울보증보험,유가,2026-06-12,KRX KIND
031310,아이즈비전,코스닥,2026-06-12,KRX KIND
031330,에스에이엠티,코스닥,2026-06-12,KRX KIND
031430,신세계인터내셔날,유가,2026-06-12,KRX KIND
031440,신세계푸드,유가,2026-06-12,KRX KIND
031510,오스템,코스닥,2026-06-12,KRX KIND
031820,아이티센씨티에스,유가,2026-06-12,KRX KIND
031860,디에이치엑스컴퍼니,코스닥,2026-06-12,KRX KIND
031980,피에스케이홀딩스,코스닥,2026-06-12,KRX KIND
032080,아즈텍WB,코스닥,2026-06-12,KRX KIND
032190,다우데이타,코스닥,2026-06-12,KRX KIND
032280,삼일,코스닥,2026-06-12,KRX KIND
032300,한국파마,코스닥,2026-06-12,KRX KIND
032350,롯데관광개발,유가,2026-06-12,KRX KIND
032500,케이엠더블유,코스닥,2026-06-12,KRX KIND
032540,TJ미디어,코스닥,2026-06-12,KRX KIND
032560,황금에스티,유가,2026-06-12,KRX KIND
032580,피델릭스,코스닥,2026-06-12,KRX KIND
032620,GC메디아이,코스닥,2026-06-12,KRX KIND
032640,LG유플러스,유가,2026-06-12,KRX KIND
032680,소프트센,코스닥,2026-06-12,KRX KIND
032750,삼진,코스닥,2026-06-12,KRX KIND
032790,엠젠솔루션,코스닥,2026-06-12,KRX KIND
032800,판타지오,코스닥,2026-06-12,KRX KIND
032820,우리기술,코스닥,2026-06-12,KRX KIND
032830,삼성생명,유가,2026-06-12,KRX KIND
032850,비트컴퓨터,코스닥,2026-06-12,KRX KIND
032860,더라미,코스닥,2026-06-12,KRX KIND
032940,원익,코스닥,2026-06-12,KRX KIND
032960,동일기연,코스닥,2026-06-12,KRX KIND
032980,바이온,코스닥,2026-06-12,KRX KIND
033050,제이엠아이,코스닥,2026-06-12,KRX KIND
033100,제룡전기,코스닥,2026-06-12,KRX KIND
033130,디지틀조선,코스닥,2026-06-12,KRX KIND
033160,엠케이전자,코스닥,2026-06-12,KRX KIND
033170,시그네틱스,코스닥,2026-06-12,KRX KIND
033200,모아텍,코스닥,2026-06-12,KRX KIND
033230,인성정보,코스닥,2026-06-12,KRX KIND
033240,자화전자,유가,2026-06-12,KRX KIND
033250,체시스,유가,2026-06-12,KRX KIND
033270,유나이티드,유가,2026-06-12,KRX KIND
033290,로젠,코스닥,2026-06-12,KRX KIND
033310,엠투엔,코스닥,2026-06-12,KRX KIND
033320,제이씨현시스템,코스닥,2026-06-12,KRX KIND
033340,좋은사람들,코스닥,2026-06-12,KRX KIND
033500,동성화인텍,코스닥,2026-06-12,KRX KIND
033530,SJG세종,유가,2026-06-12,KRX KIND
033540,파라텍,코스닥,2026-06-12,KRX KIND
033560,블루콤,코스닥,2026-06-12,KRX KIND
033640,네패스,코스닥,2026-06-12,KRX KIND
033780,케이티앤지,유가,2026-06-12,KRX KIND
033790,피노,코스닥,2026-06-12,KRX KIND
033830,티비씨,코스닥,2026-06-12,KRX KIND
033920,무학,유가,2026-06-12,KRX KIND
034020,두산에너빌리티,유가,2026-06-12,KRX KIND
034120,SBS,유가,2026-06-12,KRX KIND
034220,LG디스플레이,유가,2026-06-12,KRX KIND
034230,파라다이스,유가,2026-06-12,KRX KIND
034310,NICE,유가,2026-06-12,KRX KIND
034590,인천도시가스,유가,2026-06-12,KRX KIND
034730,SK,유가,2026-06-12,KRX KIND
034810,해성산업,코스닥,2026-06-12,KRX KIND
034830,한국토지신탁,유가,2026-06-12,KRX KIND
034940,조아제약,코스닥,2026-06-12,KRX KIND
034950,한국기업평가,코스닥,2026-06-12,KRX KIND
035000,HS애드,유가,2026-06-12,KRX KIND
035080,그래디언트,코스닥,2026-06-12,KRX KIND
035150,백산,유가,2026-06-12,KRX KIND
035200,프럼파스트,코스닥,2026-06-12,KRX KIND
035250,강원랜드,유가,2026-06-12,KRX KIND
035290,골드앤에스,코스닥,2026-06-12,KRX KIND
035460,기산텔레콤,코스닥,2026-06-12,KRX KIND
035510,신세계I&C,유가,2026-06-12,KRX KIND
035600,KG이니시스,코스닥,2026-06-12,KRX KIND
035610,솔본,코스닥,2026-06-12,KRX KIND
035620,바른손이앤에이,코스닥,2026-06-12,KRX KIND
035760,CJ ENM,코스닥,2026-06-12,KRX KIND
035810,이지홀딩스,코스닥,2026-06-12,KRX KIND
035890,서희건설,코스닥,2026-06-12,KRX KIND
035900,JYP Ent.,코스닥,2026-06-12,KRX KIND
036000,예림당,코스닥,2026-06-12,KRX KIND
036010,아비코전자,코스닥,2026-06-12,KRX KIND
036030,케이티알파,코스닥,2026-06-12,KRX KIND
036090,위지트,코스닥,2026-06-12,KRX KIND
036120,서울평가정보,코스닥,2026-06-12,KRX KIND
036170,에이치엠넥스,코스닥,2026-06-12,KRX KIND
036190,금화피에스시,코스닥,2026-06-12,KRX KIND
036200,유니셈,코스닥,2026-06-12,KRX KIND
036220,오상헬스케어,코스닥,2026-06-12,KRX KIND
036420,콘텐트리중앙,유가,2026-06-12,KRX KIND
036460,한국가스공사,유가,2026-06-12,KRX KIND
036480,대성미생물,코스닥,2026-06-12,KRX KIND
036530,SNT홀딩스,유가,2026-06-12,KRX KIND
036540,SFA반도체,코스닥,2026-06-12,KRX KIND
036560,KZ정밀,코스닥,2026-06-12,KRX KIND
036570,NC,유가,2026-06-12,KRX KIND
036580,팜스코,유가,2026-06-12,KRX KIND
036620,감성코퍼레이션,코스닥,2026-06-12,KRX KIND
036630,세종텔레콤,코스닥,2026-06-12,KRX KIND
036640,HRS,코스닥,2026-06-12,KRX KIND
036670,삼양케이씨아이,코스닥,2026-06-12,KRX KIND
036690,코맥스,코스닥,2026-06-12,KRX KIND
036710,심텍홀딩스,코스닥,2026-06-12,KRX KIND
036800,나이스정보통신,코스닥,2026-06-12,KRX KIND
036810,에프에스티,코스닥,2026-06-12,KRX KIND
036830,솔브레인홀딩스,코스닥,2026-06-12,KRX KIND
036890,진성티이씨,코스닥,2026-06-12,KRX KIND
036930,주성엔지니어링,코스닥,2026-06-12,KRX KIND
037030,파워넷,코스닥,2026-06-12,KRX KIND
037070,파세코,코스닥,2026-06-12,KRX KIND
037230,한국팩키지,코스닥,2026-06-12,KRX KIND
037270,YG PLUS,유가,2026-06-12,KRX KIND
037330,인지디스플레,코스닥,2026-06-12,KRX KIND
037350,성도이엔지,코스닥,2026-06-12,KRX KIND
037370,EG,코스닥,2026-06-12,KRX KIND
037400,우리엔터프라이즈,코스닥,2026-06-12,KRX KIND
037440,희림,코스닥,2026-06-12,KRX KIND
037460,삼지전자,코스닥,2026-06-12,KRX KIND
037560,LG헬로비전,유가,2026-06-12,KRX KIND
037710,광주신세계,유가,2026-06-12,KRX KIND
037760,쎄니트,코스닥,2026-06-12,KRX KIND
037950,엘컴텍,코스닥,2026-06-12,KRX KIND
038010,제일테크노스,코스닥,2026-06-12,KRX KIND
038060,루멘스,코스닥,2026-06-12,KRX KIND
038070,서린바이오,코스닥,2026-06-12,KRX KIND
038110,에코플라스틱,코스닥,2026-06-12,KRX KIND
038290,마크로젠,코스닥,2026-06-12,KRX KIND
038390,레드캡투어,코스닥,2026-06-12,KRX KIND
038460,바이오스마트,코스닥,2026-06-12,KRX KIND
038500,삼표시멘트,코스닥,2026-06-12,KRX KIND
038530,케이바이오랩스,코스닥,2026-06-12,KRX KIND
038540,상상인,코스닥,2026-06-12,KRX KIND
038620,위즈코프,코스닥,2026-06-12,KRX KIND
038680,에스넷,코스닥,2026-06-12,KRX KIND
038870,에코심플렉스,코스닥,2026-06-12,KRX KIND
038880,아이에이,코스닥,2026-06-12,KRX KIND
038950,파인디지털,코스닥,2026-06-12,KRX KIND
039010,현대에이치티,코스닥,2026-06-12,KRX KIND
039020,이건홀딩스,코스닥,2026-06-12,KRX KIND
039030,이오테크닉스,코스닥,2026-06-12,KRX KIND
039130,하나투어,유가,2026-06-12,KRX KIND
039200,오스코텍,코스닥,2026-06-12,KRX KIND
039240,경남스틸,코스닥,2026-06-12,KRX KIND
039290,인포뱅크,코스닥,2026-06-12,KRX KIND
039310,세중,코스닥,2026-06-12,KRX KIND
039340,한국경제TV,코스닥,2026-06-12,KRX KIND
039420,케이엘넷,코스닥,2026-06-12,KRX KIND
039440,에스티아이,코스닥,2026-06-12,KRX KIND
039490,키움증권,유가,2026-06-12,KRX KIND
039560,다산네트웍스,코스닥,2026-06-12,KRX KIND
039570,HDC랩스,유가,2026-06-12,KRX KIND
039610,화성밸브,코스닥,2026-06-12,KRX KIND
039740,한국정보공학,코스닥,2026-06-12,KRX KIND
039830,오로라,코스닥,2026-06-12,KRX KIND
039840,디오,코스닥,2026-06-12,KRX KIND
039860,나노엔텍,코스닥,2026-06-12,KRX KIND
039980,폴라리스AI,코스닥,2026-06-12,KRX KIND
040160,누리플렉스,코스닥,2026-06-12,KRX KIND
040300,YTN,코스닥,2026-06-12,KRX KIND
040350,크레오에스지,코스닥,2026-06-12,KRX KIND
040420,정상제이엘에스,코스닥,2026-06-12,KRX KIND
040610,SG&G,코스닥,2026-06-12,KRX KIND
040910,아이씨디,코스닥,2026-06-12,KRX KIND
041020,폴라리스오피스,코스닥,2026-06-12,KRX KIND
041190,우리기술투자,코스닥,2026-06-12,KRX KIND
041440,현대에버다임,코스닥,2026-06-12,KRX KIND
041460,한국전자인증,코스닥,2026-06-12,KRX KIND
041510,에스엠,코스닥,2026-06-12,KRX KIND
041520,이엘씨,코스닥,2026-06-12,KRX KIND
041590,플래스크,코스닥,2026-06-12,KRX KIND
041650,상신브레이크,유가,2026-06-12,KRX KIND
041830,인바디,코스닥,2026-06-12,KRX KIND
041910,폴라리스AI파마,코스닥,2026-06-12,KRX KIND
041920,메디아나,코스닥,2026-06-12,KRX KIND
041930,SY동아,코스닥,2026-06-12,KRX KIND
041960,코미팜,코스닥,2026-06-12,KRX KIND
042000,카페24,코스닥,2026-06-12,KRX KIND
042040,케이피엠테크,코스닥,2026-06-12,KRX KIND
042110,에스씨디,코스닥,2026-06-12,KRX KIND
042370,비츠로테크,코스닥,2026-06-12,KRX KIND
042420,네오위즈홀딩스,코스닥,2026-06-12,KRX KIND
042500,링네트,코스닥,2026-06-12,KRX KIND
042510,라온시큐어,코스닥,2026-06-12,KRX KIND
042520,한스바이오메드,코스닥,2026-06-12,KRX KIND
042600,새로닉스,코스닥,2026-06-12,KRX KIND
042660,한화오션,유가,2026-06-12,KRX KIND
042700,한미반도체,유가,2026-06-12,KRX KIND
042940,상지건설,코스닥,2026-06-12,KRX KIND
043090,더테크놀로지,코스닥,2026-06-12,KRX KIND
043100,알파AI,코스닥,2026-06-12,KRX KIND
043150,바텍,코스닥,2026-06-12,KRX KIND
043200,파루,코스닥,2026-06-12,KRX KIND
043220,티에스넥스젠,코스닥,2026-06-12,KRX KIND
043260,성호전자,코스닥,2026-06-12,KRX KIND
043340,에쎈테크,코스닥,2026-06-12,KRX KIND
043360,디지아이,코스닥,2026-06-12,KRX KIND
043370,피에이치에이,코스닥,2026-06-12,KRX KIND
043590,웰킵스하이텍,코스닥,2026-06-12,KRX KIND
043610,KT지니뮤직,코스닥,2026-06-12,KRX KIND
043650,국순당,코스닥,2026-06-12,KRX KIND
043710,코스리거글로벌,코스닥,2026-06-12,KRX KIND
043910,자연과환경,코스닥,2026-06-12,KRX KIND
044180,KD,코스닥,2026-06-12,KRX KIND
044340,위닉스,코스닥,2026-06-12,KRX KIND
044380,주연테크,유가,2026-06-12,KRX KIND
044450,KSS해운,유가,2026-06-12,KRX KIND
044480,빌리언스,코스닥,2026-06-12,KRX KIND
044490,태웅,코스닥,2026-06-12,KRX KIND
044780,에이치케이,코스닥,2026-06-12,KRX KIND
044820,코스맥스비티아이,유가,2026-06-12,KRX KIND
044960,이글벳,코스닥,2026-06-12,KRX KIND
044990,에이치엔에스하이텍,코스닥,2026-06-12,KRX KIND
045060,오공,코스닥,2026-06-12,KRX KIND
045100,한양이엔지,코스닥,2026-06-12,KRX KIND
045300,성우테크론,코스닥,2026-06-12,KRX KIND
045340,토탈소프트,코스닥,2026-06-12,KRX KIND
045390,대아티아이,코스닥,2026-06-12,KRX KIND
045510,정원엔시스,코스닥,2026-06-12,KRX KIND
045520,크린앤사이언스,코스닥,2026-06-12,KRX KIND
045660,에이텍,코스닥,2026-06-12,KRX KIND
045970,코아시아,코스닥,2026-06-12,KRX KIND
046070,코다코,코스닥,2026-06-12,KRX KIND
046120,오르비텍,코스닥,2026-06-12,KRX KIND
046210,HLB파나진,코스닥,2026-06-12,KRX KIND
046310,백금T&A,코스닥,2026-06-12,KRX KIND
046390,삼화네트웍스,코스닥,2026-06-12,KRX KIND
046440,KG파이낸셜,코스닥,2026-06-12,KRX KIND
046890,서울반도체,코스닥,2026-06-12,KRX KIND
046940,우원개발,코스닥,2026-06-12,KRX KIND
046970,우리로,코스닥,2026-06-12,KRX KIND
047040,대우건설,유가,2026-06-12,KRX KIND
047050,포스코인터내셔널,유가,2026-06-12,KRX KIND
047080,한빛소프트,코스닥,2026-06-12,KRX KIND
047310,파워로직스,코스닥,2026-06-12,KRX KIND
047400,유니온머티리얼,유가,2026-06-12,KRX KIND
047560,이스트소프트,코스닥,2026-06-12,KRX KIND
047770,코데즈컴바인,코스닥,2026-06-12,KRX KIND
047810,한국항공우주,유가,2026-06-12,KRX KIND
047820,초록뱀미디어,코스닥,2026-06-12,KRX KIND
047920,HLB제약,코스닥,2026-06-12,KRX KIND
048410,현대바이오,코스닥,2026-06-12,KRX KIND
048430,유라테크,코스닥,2026-06-12,KRX KIND
048470,대동스틸,코스닥,2026-06-12,KRX KIND
048530,인트론바이오,코스닥,2026-06-12,KRX KIND
048550,SM C&C,코스닥,2026-06-12,KRX KIND
048770,TPC로보틱스,코스닥,2026-06-12,KRX KIND
048830,엔피케이,코스닥,2026-06-12,KRX KIND
048870,시너지이노베이션,코스닥,2026-06-12,KRX KIND
048910,대원미디어,코스닥,2026-06-12,KRX KIND
049070,인탑스,코스닥,2026-06-12,KRX KIND
049080,기가레인,코스닥,2026-06-12,KRX KIND
049120,파인디앤씨,코스닥,2026-06-12,KRX KIND
049180,셀루메드,코스닥,2026-06-12,KRX KIND
049430,코메론,코스닥,2026-06-12,KRX KIND
049470,비트플래닛,코스닥,2026-06-12,KRX KIND
049480,오픈베이스,코스닥,2026-06-12,KRX KIND
049520,유아이엘,코스닥,2026-06-12,KRX KIND
049550,잉크테크,코스닥,2026-06-12,KRX KIND
049630,재영솔루텍,코스닥,2026-06-12,KRX KIND
049720,고려신용정보,코스닥,2026-06-12,KRX KIND
049800,우진플라임,유가,2026-06-12,KRX KIND
049830,승일,코스닥,2026-06-12,KRX KIND
049950,미래컴퍼니,코스닥,2026-06-12,KRX KIND
049960,쎌바이오텍,코스닥,2026-06-12,KRX KIND
050090,비케이홀딩스,코스닥,2026-06-12,KRX KIND
050110,캠시스,코스닥,2026-06-12,KRX KIND
050120,ES큐브,코스닥,2026-06-12,KRX KIND
050760,에스폴리텍,코스닥,2026-06-12,KRX KIND
050860,아세아텍,코스닥,2026-06-12,KRX KIND
050890,쏠리드,코스닥,2026-06-12,KRX KIND
050960,수산아이앤티,코스닥,2026-06-12,KRX KIND
051160,지어소프트,코스닥,2026-06-12,KRX KIND
051360,토비스,코스닥,2026-06-12,KRX KIND
051370,인터플렉스,코스닥,2026-06-12,KRX KIND
051380,피씨디렉트,코스닥,2026-06-12,KRX KIND
051390,YW,코스닥,2026-06-12,KRX KIND
051490,나라엠앤디,코스닥,2026-06-12,KRX KIND
051500,CJ프레시웨이,코스닥,2026-06-12,KRX KIND
051600,한전KPS,유가,2026-06-12,KRX KIND
051630,진양화학,유가,2026-06-12,KRX KIND
051780,큐로홀딩스,코스닥,2026-06-12,KRX KIND
051900,LG생활건강,유가,2026-06-12,KRX KIND
051980,중앙첨단소재,코스닥,2026-06-12,KRX KIND
052020,에스티큐브,코스닥,2026-06-12,KRX KIND
052220,iMBC,코스닥,2026-06-12,KRX KIND
052260,현대바이오랜드,코스닥,2026-06-12,KRX KIND
052300,오션인더블유,코스닥,2026-06-12,KRX KIND
052330,코텍,코스닥,2026-06-12,KRX KIND
052400,코나아이,코스닥,2026-06-12,KRX KIND
052420,오성첨단소재,코스닥,2026-06-12,KRX KIND
052460,아이크래프트,코스닥,2026-06-12,KRX KIND
052600,한네트,코스닥,2026-06-12,KRX KIND
052690,한전기술,유가,2026-06-12,KRX KIND
052710,아모텍,코스닥,2026-06-12,KRX KIND
052770,아이톡시,코스닥,2026-06-12,KRX KIND
052790,액토즈소프트,코스닥,2026-06-12,KRX KIND
052860,아이앤씨,코스닥,2026-06-12,KRX KIND
052900,KX하이텍,코스닥,2026-06-12,KRX KIND
053030,바이넥스,코스닥,2026-06-12,KRX KIND
053050,지에스이,코스닥,2026-06-12,KRX KIND
053060,세동,코스닥,2026-06-12,KRX KIND
053080,케이엔솔,코스닥,2026-06-12,KRX KIND
053160,프리엠스,코스닥,2026-06-12,KRX KIND
053210,케이티스카이라이프,유가,2026-06-12,KRX KIND
053260,금강철강,코스닥,2026-06-12,KRX KIND
053270,구영테크,코스닥,2026-06-12,KRX KIND
053280,예스24,코스닥,2026-06-12,KRX KIND
053290,NE능률,코스닥,2026-06-12,KRX KIND
053300,한국정보인증,코스닥,2026-06-12,KRX KIND
053350,이니텍,코스닥,2026-06-12,KRX KIND
053450,세코닉스,코스닥,2026-06-12,KRX KIND
053580,웹케시,코스닥,2026-06-12,KRX KIND
053610,프로텍,코스닥,2026-06-12,KRX KIND
053620,태양,코스닥,2026-06-12,KRX KIND
053690,한미글로벌,유가,2026-06-12,KRX KIND
053700,삼보모터스,코스닥,2026-06-12,KRX KIND
053800,안랩,코스닥,2026-06-12,KRX KIND
053950,경남제약,코스닥,2026-06-12,KRX KIND
053980,오상자이엘,코스닥,2026-06-12,KRX KIND
054040,한국컴퓨터,코스닥,2026-06-12,KRX KIND
054050,NH농우바이오,코스닥,2026-06-12,KRX KIND
054090,삼진엘앤디,코스닥,2026-06-12,KRX KIND
054180,메디콕스,코스닥,2026-06-12,KRX KIND
054210,이랜텍,코스닥,2026-06-12,KRX KIND
054220,비츠로시스,코스닥,2026-06-12,KRX KIND
054300,팬스타엔터프라이즈,코스닥,2026-06-12,KRX KIND
054410,케이피티유,코스닥,2026-06-12,KRX KIND
054450,텔레칩스,코스닥,2026-06-12,KRX KIND
054540,삼영엠텍,코스닥,2026-06-12,KRX KIND
054620,APS,코스닥,2026-06-12,KRX KIND
054670,대한뉴팜,코스닥,2026-06-12,KRX KIND
054780,키이스트,코스닥,2026-06-12,KRX KIND
054800,아이디스홀딩스,코스닥,2026-06-12,KRX KIND
054920,한컴위드,코스닥,2026-06-12,KRX KIND
054930,유신,코스닥,2026-06-12,KRX KIND
054940,엑사이엔씨,코스닥,2026-06-12,KRX KIND
054950,제이브이엠,코스닥,2026-06-12,KRX KIND
055490,테이팩스,유가,2026-06-12,KRX KIND
055550,신한지주,유가,2026-06-12,KRX KIND
056080,유진로봇,코스닥,2026-06-12,KRX KIND
056090,시지메드텍,코스닥,2026-06-12,KRX KIND
056190,에스에프에이,코스닥,2026-06-12,KRX KIND
056360,코위버,코스닥,2026-06-12,KRX KIND
056700,신화인터텍,코스닥,2026-06-12,KRX KIND
056730,CNT85,코스닥,2026-06-12,KRX KIND
057030,YBM넷,코스닥,2026-06-12,KRX KIND
057050,현대홈쇼핑,유가,2026-06-12,KRX KIND
057540,옴니시스템,코스닥,2026-06-12,KRX KIND
057680,티사이언티픽,코스닥,2026-06-12,KRX KIND
058110,멕아이씨에스,코스닥,2026-06-12,KRX KIND
058400,KNN,코스닥,2026-06-12,KRX KIND
058430,포스코스틸리온,유가,2026-06-12,KRX KIND
058450,한주에이알티,코스닥,2026-06-12,KRX KIND
058470,리노공업,코스닥,2026-06-12,KRX KIND
058610,에스피지,코스닥,2026-06-12,KRX KIND
058630,엠게임,코스닥,2026-06-12,KRX KIND
058650,세아홀딩스,유가,2026-06-12,KRX KIND
058730,다스코,유가,2026-06-12,KRX KIND
058820,CMG제약,코스닥,2026-06-12,KRX KIND
058850,KTcs,유가,2026-06-12,KRX KIND
058860,KTis,유가,2026-06-12,KRX KIND
058970,엠로,코스닥,2026-06-12,KRX KIND
059090,미코,코스닥,2026-06-12,KRX KIND
059100,아이컴포넌트,코스닥,2026-06-12,KRX KIND
059120,아진엑스텍,코스닥,2026-06-12,KRX KIND
059210,메타바이오메드,코스닥,2026-06-12,KRX KIND
059270,해성에어로보틱스,코스닥,2026-06-12,KRX KIND
060150,인선이엔티,코스닥,2026-06-12,KRX KIND
060230,제이케이시냅스,코스닥,2026-06-12,KRX KIND
060240,스타코링크,코스닥,2026-06-12,KRX KIND
060250,NHN KCP,코스닥,2026-06-12,KRX KIND
060260,뉴보텍,코스닥,2026-06-12,KRX KIND
060280,큐렉소,코스닥,2026-06-12,KRX KIND
060310,3S,코스닥,2026-06-12,KRX KIND
060370,LS마린솔루션,코스닥,2026-06-12,KRX KIND
060380,동양에스텍,코스닥,2026-06-12,KRX KIND
060480,국일신동,코스닥,2026-06-12,KRX KIND
060540,에스에이티,코스닥,2026-06-12,KRX KIND
060560,HC홈센타,코스닥,2026-06-12,KRX KIND
