symbol,name,market,as_of,source
123420,위메이드플레이,코스닥,2026-06-12,KRX KIND
123570,이엠넷,코스닥,2026-06-12,KRX KIND
123690,한국화장품,유가,2026-06-12,KRX KIND
123700,에스제이엠,유가,2026-06-12,KRX KIND
123750,알톤,코스닥,2026-06-12,KRX KIND
123840,뉴온,코스닥,2026-06-12,KRX KIND
123860,아나패스,코스닥,2026-06-12,KRX KIND
123890,한국자산신탁,유가,2026-06-12,KRX KIND
124500,아이티센글로벌,코스닥,2026-06-12,KRX KIND
124560,태웅로직스,코스닥,2026-06-12,KRX KIND
125020,티씨머티리얼즈,코스닥,2026-06-12,KRX KIND
125210,아모그린텍,코스닥,2026-06-12,KRX KIND
125490,한라캐스트,코스닥,2026-06-12,KRX KIND
126340,비나텍,코스닥,2026-06-12,KRX KIND
126560,현대퓨처넷,유가,2026-06-12,KRX KIND
126600,BGF에코머티리얼즈,코스닥,2026-06-12,KRX KIND
126640,화신정공,코스닥,2026-06-12,KRX KIND
126700,하이비젼시스템,코스닥,2026-06-12,KRX KIND
126720,수산인더스트리,유가,2026-06-12,KRX KIND
126730,코칩,코스닥,2026-06-12,KRX KIND
126880,제이엔케이글로벌,코스닥,2026-06-12,KRX KIND
127120,제이에스링크,코스닥,2026-06-12,KRX KIND
127710,아시아경제,코스닥,2026-06-12,KRX KIND
127980,화인써키트,코스닥,2026-06-12,KRX KIND
128540,에코캡,코스닥,2026-06-12,KRX KIND
128660,피제이메탈,코스닥,2026-06-12,KRX KIND
128820,대성산업,유가,2026-06-12,KRX KIND
128940,한미약품,유가,2026-06-12,KRX KIND
129260,인터지스,유가,2026-06-12,KRX KIND
129890,앱코,코스닥,2026-06-12,KRX KIND
129920,대성하이텍,코스닥,2026-06-12,KRX KIND
130500,GH신소재,코스닥,2026-06-12,KRX KIND
130580,나이스디앤비,코스닥,2026-06-12,KRX KIND
130660,한전산업,유가,2026-06-12,KRX KIND
130740,티피씨글로벌,코스닥,2026-06-12,KRX KIND
131030,옵투스제약,코스닥,2026-06-12,KRX KIND
131090,시큐브,코스닥,2026-06-12,KRX KIND
131100,티엔엔터테인먼트,코스닥,2026-06-12,KRX KIND
131180,딜리,코스닥,2026-06-12,KRX KIND
131220,대한과학,코스닥,2026-06-12,KRX KIND
131290,티에스이,코스닥,2026-06-12,KRX KIND
131370,알서포트,코스닥,2026-06-12,KRX KIND
131400,이브이첨단소재,코스닥,2026-06-12,KRX KIND
131760,파인텍,코스닥,2026-06-12,KRX KIND
131970,두산테스나,코스닥,2026-06-12,KRX KIND
133750,메가엠디,코스닥,2026-06-12,KRX KIND
133820,화인베스틸,유가,2026-06-12,KRX KIND
134060,이퓨쳐,코스닥,2026-06-12,KRX KIND
134380,미원화학,유가,2026-06-12,KRX KIND
134580,탑코미디어,코스닥,2026-06-12,KRX KIND
134790,시디즈,유가,2026-06-12,KRX KIND
136150,원일티엔아이,코스닥,2026-06-12,KRX KIND
136410,아셈스,코스닥,2026-06-12,KRX KIND
136480,하림,코스닥,2026-06-12,KRX KIND
136490,선진,유가,2026-06-12,KRX KIND
136540,윈스테크넷,코스닥,2026-06-12,KRX KIND
137080,나래나노텍,코스닥,2026-06-12,KRX KIND
137310,에스디바이오센서,유가,2026-06-12,KRX KIND
137400,피엔티,코스닥,2026-06-12,KRX KIND
137940,넥스트아이,코스닥,2026-06-12,KRX KIND
137950,제이씨케미칼,코스닥,2026-06-12,KRX KIND
138040,메리츠금융지주,유가,2026-06-12,KRX KIND
138070,신진에스엠,코스닥,2026-06-12,KRX KIND
138080,오이솔루션,코스닥,2026-06-12,KRX KIND
138360,앤로보틱스,코스닥,2026-06-12,KRX KIND
138610,나이벡,코스닥,2026-06-12,KRX KIND
138930,BNK금융지주,유가,2026-06-12,KRX KIND
139130,iM금융지주,유가,2026-06-12,KRX KIND
139480,이마트,유가,2026-06-12,KRX KIND
139670,키네마스터,코스닥,2026-06-12,KRX KIND
139990,아주스틸,유가,2026-06-12,KRX KIND
140070,서플러스글로벌,코스닥,2026-06-12,KRX KIND
140410,메지온,코스닥,2026-06-12,KRX KIND
140430,카티스,코스닥,2026-06-12,KRX KIND
140520,대창스틸,코스닥,2026-06-12,KRX KIND
140670,알에스오토메이션,코스닥,2026-06-12,KRX KIND
140860,파크시스템스,코스닥,2026-06-12,KRX KIND
141000,비아트론,코스닥,2026-06-12,KRX KIND
141080,리가켐바이오,코스닥,2026-06-12,KRX KIND
142210,유니트론텍,코스닥,2026-06-12,KRX KIND
142280,녹십자엠에스,코스닥,2026-06-12,KRX KIND
142760,모아라이프플러스,코스닥,2026-06-12,KRX KIND
143160,아이디스,코스닥,2026-06-12,KRX KIND
143210,핸즈코퍼레이션,유가,2026-06-12,KRX KIND
143240,사람인,코스닥,2026-06-12,KRX KIND
143540,영우디에스피,코스닥,2026-06-12,KRX KIND
144510,지씨셀,코스닥,2026-06-12,KRX KIND
144960,뉴파워프라즈마,코스닥,2026-06-12,KRX KIND
145020,휴젤,코스닥,2026-06-12,KRX KIND
145170,노브랜드,코스닥,2026-06-12,KRX KIND
145210,다이나믹디자인,유가,2026-06-12,KRX KIND
145270,케이탑리츠,유가,2026-06-12,KRX KIND
145720,덴티움,유가,2026-06-12,KRX KIND
145990,삼양사,유가,2026-06-12,KRX KIND
146060,율촌,코스닥,2026-06-12,KRX KIND
146320,비씨엔씨,코스닥,2026-06-12,KRX KIND
147760,피엠티,코스닥,2026-06-12,KRX KIND
147830,제룡산업,코스닥,2026-06-12,KRX KIND
148150,세경하이테크,코스닥,2026-06-12,KRX KIND
148250,알엔투테크놀로지,코스닥,2026-06-12,KRX KIND
148780,비큐AI,코스닥,2026-06-12,KRX KIND
148930,에이치와이티씨,코스닥,2026-06-12,KRX KIND
149950,아바텍,코스닥,2026-06-12,KRX KIND
149980,하이로닉,코스닥,2026-06-12,KRX KIND
150900,파수AI,코스닥,2026-06-12,KRX KIND
151860,KG에코솔루션,코스닥,2026-06-12,KRX KIND
153460,네이블,코스닥,2026-06-12,KRX KIND
153490,우리이앤엘하루틴,코스닥,2026-06-12,KRX KIND
153710,옵티팜,코스닥,2026-06-12,KRX KIND
154030,아시아종묘,코스닥,2026-06-12,KRX KIND
154040,다산솔루에타,코스닥,2026-06-12,KRX KIND
155650,와이엠씨,코스닥,2026-06-12,KRX KIND
155660,DSR,유가,2026-06-12,KRX KIND
156100,엘앤케이바이오,코스닥,2026-06-12,KRX KIND
158430,아톤,코스닥,2026-06-12,KRX KIND
159010,아스플로,코스닥,2026-06-12,KRX KIND
159580,제로투세븐,코스닥,2026-06-12,KRX KIND
159910,에코글로우,코스닥,2026-06-12,KRX KIND
160190,하이젠알앤엠,코스닥,2026-06-12,KRX KIND
160550,NEW,코스닥,2026-06-12,KRX KIND
160980,싸이맥스,코스닥,2026-06-12,KRX KIND
161000,애경케미칼,유가,2026-06-12,KRX KIND
161390,한국타이어앤테크놀로지,유가,2026-06-12,KRX KIND
161580,필옵틱스,코스닥,2026-06-12,KRX KIND
161890,한국콜마,유가,2026-06-12,KRX KIND
162300,신스틸,코스닥,2026-06-12,KRX KIND
163280,에어레인,코스닥,2026-06-12,KRX KIND
163560,동일고무벨트,유가,2026-06-12,KRX KIND
163730,핑거,코스닥,2026-06-12,KRX KIND
166090,하나머티리얼즈,코스닥,2026-06-12,KRX KIND
166480,코아스템켐온,코스닥,2026-06-12,KRX KIND
168330,내츄럴엔도텍,코스닥,2026-06-12,KRX KIND
168360,펨트론,코스닥,2026-06-12,KRX KIND
169330,엠브레인,코스닥,2026-06-12,KRX KIND
170030,현대공업,코스닥,2026-06-12,KRX KIND
170790,파이오링크,코스닥,2026-06-12,KRX KIND
170900,동아에스티,유가,2026-06-12,KRX KIND
170920,엘티씨,코스닥,2026-06-12,KRX KIND
171010,램테크놀러지,코스닥,2026-06-12,KRX KIND
171090,선익시스템,코스닥,2026-06-12,KRX KIND
171120,라이온켐텍,코스닥,2026-06-12,KRX KIND
172670,에이엘티,코스닥,2026-06-12,KRX KIND
173130,오파스넷,코스닥,2026-06-12,KRX KIND
173940,에프엔씨엔터,코스닥,2026-06-12,KRX KIND
174900,앱클론,코스닥,2026-06-12,KRX KIND
175140,휴먼테크놀로지,코스닥,2026-06-12,KRX KIND
175250,아이큐어,코스닥,2026-06-12,KRX KIND
175330,JB금융지주,유가,2026-06-12,KRX KIND
176750,듀켐바이오,코스닥,2026-06-12,KRX KIND
177350,베셀,코스닥,2026-06-12,KRX KIND
177830,파버나인,코스닥,2026-06-12,KRX KIND
177900,쓰리에이로직스,코스닥,2026-06-12,KRX KIND
178320,서진시스템,코스닥,2026-06-12,KRX KIND
178780,일월지엠엘,코스닥,2026-06-12,KRX KIND
178920,PI첨단소재,유가,2026-06-12,KRX KIND
179290,엠아이텍,코스닥,2026-06-12,KRX KIND
179530,애드바이오텍,코스닥,2026-06-12,KRX KIND
179900,유티아이,코스닥,2026-06-12,KRX KIND
180400,DXVX,코스닥,2026-06-12,KRX KIND
180640,한진칼,유가,2026-06-12,KRX KIND
181710,NHN,유가,2026-06-12,KRX KIND
182360,큐브엔터,코스닥,2026-06-12,KRX KIND
182400,엔케이젠바이오텍코리아,코스닥,2026-06-12,KRX KIND
183190,아세아시멘트,유가,2026-06-12,KRX KIND
183300,코미코,코스닥,2026-06-12,KRX KIND
183490,엔지켐생명과학,코스닥,2026-06-12,KRX KIND
184230,SGA솔루션즈,코스닥,2026-06-12,KRX KIND
185490,아이진,코스닥,2026-06-12,KRX KIND
185750,종근당,유가,2026-06-12,KRX KIND
186230,그린플러스,코스닥,2026-06-12,KRX KIND
187220,디티앤씨,코스닥,2026-06-12,KRX KIND
187270,신화콘텍,코스닥,2026-06-12,KRX KIND
187420,HLB제넥스,코스닥,2026-06-12,KRX KIND
187660,페니트리움바이오,코스닥,2026-06-12,KRX KIND
187790,나노,코스닥,2026-06-12,KRX KIND
187870,디바이스,코스닥,2026-06-12,KRX KIND
188040,바이오포트,코스닥,2026-06-12,KRX KIND
188260,세니젠,코스닥,2026-06-12,KRX KIND
189300,인텔리안테크,코스닥,2026-06-12,KRX KIND
189330,씨이랩,코스닥,2026-06-12,KRX KIND
189690,포시에스,코스닥,2026-06-12,KRX KIND
189860,서전기전,코스닥,2026-06-12,KRX KIND
189980,흥국에프엔비,코스닥,2026-06-12,KRX KIND
190510,나무가,코스닥,2026-06-12,KRX KIND
190650,코리아에셋투자증권,코스닥,2026-06-12,KRX KIND
191410,육일씨엔에쓰,코스닥,2026-06-12,KRX KIND
191420,테고사이언스,코스닥,2026-06-12,KRX KIND
192080,더블유게임즈,유가,2026-06-12,KRX KIND
192250,케이사인,코스닥,2026-06-12,KRX KIND
192390,윈하이텍,코스닥,2026-06-12,KRX KIND
192400,쿠쿠홀딩스,유가,2026-06-12,KRX KIND
192410,오늘이엔엠,코스닥,2026-06-12,KRX KIND
192440,슈피겐코리아,코스닥,2026-06-12,KRX KIND
192650,드림텍,유가,2026-06-12,KRX KIND
192820,코스맥스,유가,2026-06-12,KRX KIND
193250,링크드,코스닥,2026-06-12,KRX KIND
194370,제이에스코퍼레이션,유가,2026-06-12,KRX KIND
194480,데브시스터즈,코스닥,2026-06-12,KRX KIND
194700,노바렉스,코스닥,2026-06-12,KRX KIND
195500,마니커에프앤지,코스닥,2026-06-12,KRX KIND
195870,해성디에스,유가,2026-06-12,KRX KIND
195940,HK이노엔,코스닥,2026-06-12,KRX KIND
195990,에이비프로바이오,코스닥,2026-06-12,KRX KIND
196170,알테오젠,코스닥,2026-06-12,KRX KIND
196300,HLB펩,코스닥,2026-06-12,KRX KIND
196450,코아시아씨엠,코스닥,2026-06-12,KRX KIND
196490,디에이테크놀로지,코스닥,2026-06-12,KRX KIND
196700,웹스,코스닥,2026-06-12,KRX KIND
197140,디지캡,코스닥,2026-06-12,KRX KIND
198080,캐프,코스닥,2026-06-12,KRX KIND
198440,강동씨앤엘,코스닥,2026-06-12,KRX KIND
198940,한주라이트메탈,코스닥,2026-06-12,KRX KIND
199430,케이엔알시스템,코스닥,2026-06-12,KRX KIND
199480,뱅크웨어글로벌,코스닥,2026-06-12,KRX KIND
199550,레이저옵텍,코스닥,2026-06-12,KRX KIND
199730,바이오인프라,코스닥,2026-06-12,KRX KIND
199800,툴젠,코스닥,2026-06-12,KRX KIND
199820,제일일렉트릭,코스닥,2026-06-12,KRX KIND
200130,콜마비앤에이치,코스닥,2026-06-12,KRX KIND
200230,텔콘RF제약,코스닥,2026-06-12,KRX KIND
200350,아티스트스튜디오,코스닥,2026-06-12,KRX KIND
200470,에이팩트,코스닥,2026-06-12,KRX KIND
200670,휴메딕스,코스닥,2026-06-12,KRX KIND
200710,에이디테크놀로지,코스닥,2026-06-12,KRX KIND
200780,비씨월드제약,코스닥,2026-06-12,KRX KIND
200880,서연이화,유가,2026-06-12,KRX KIND
201490,미투온,코스닥,2026-06-12,KRX KIND
203400,에이비온,코스닥,2026-06-12,KRX KIND
203450,유니온바이오메트릭스,코스닥,2026-06-12,KRX KIND
203650,드림시큐리티,코스닥,2026-06-12,KRX KIND
203690,아크솔루션스,코스닥,2026-06-12,KRX KIND
204020,그리티,코스닥,2026-06-12,KRX KIND
204270,제이앤티씨,코스닥,2026-06-12,KRX KIND
204320,HL만도,유가,2026-06-12,KRX KIND
204610,티쓰리,코스닥,2026-06-12,KRX KIND
204620,글로벌텍스프리,코스닥,2026-06-12,KRX KIND
204840,지엘팜텍,코스닥,2026-06-12,KRX KIND
205100,엑셈,코스닥,2026-06-12,KRX KIND
205470,휴마시스,코스닥,2026-06-12,KRX KIND
205500,넥써쓰,코스닥,2026-06-12,KRX KIND
206400,베노티앤알,코스닥,2026-06-12,KRX KIND
206560,덱스터,코스닥,2026-06-12,KRX KIND
206640,바디텍메드,코스닥,2026-06-12,KRX KIND
206650,유바이오로직스,코스닥,2026-06-12,KRX KIND
207760,미스터블루,코스닥,2026-06-12,KRX KIND
207940,삼성바이오로직스,유가,2026-06-12,KRX KIND
208140,정다운,코스닥,2026-06-12,KRX KIND
208350,지란지교시큐리티,코스닥,2026-06-12,KRX KIND
208370,셀바스헬스케어,코스닥,2026-06-12,KRX KIND
208640,썸에이지,코스닥,2026-06-12,KRX KIND
208710,포톤,코스닥,2026-06-12,KRX KIND
208860,다산디엠씨,코스닥,2026-06-12,KRX KIND
209640,와이제이링크,코스닥,2026-06-12,KRX KIND
210120,캔버스엔,코스닥,2026-06-12,KRX KIND
210540,디와이파워,유가,2026-06-12,KRX KIND
210980,SK디앤디,유가,2026-06-12,KRX KIND
211050,인카금융서비스,코스닥,2026-06-12,KRX KIND
211270,AP위성,코스닥,2026-06-12,KRX KIND
212560,네오오토,코스닥,2026-06-12,KRX KIND
212710,아이에스티이,코스닥,2026-06-12,KRX KIND
213420,덕산네오룩스,코스닥,2026-06-12,KRX KIND
213500,한솔제지,유가,2026-06-12,KRX KIND
214150,클래시스,코스닥,2026-06-12,KRX KIND
214180,헥토이노베이션,코스닥,2026-06-12,KRX KIND
214260,라파스,코스닥,2026-06-12,KRX KIND
214270,FSN,코스닥,2026-06-12,KRX KIND
214320,이노션,유가,2026-06-12,KRX KIND
214330,금호에이치티,유가,2026-06-12,KRX KIND
214370,케어젠,코스닥,2026-06-12,KRX KIND
214390,경보제약,유가,2026-06-12,KRX KIND
214420,토니모리,유가,2026-06-12,KRX KIND
214430,아이쓰리시스템,코스닥,2026-06-12,KRX KIND
214450,파마리서치,코스닥,2026-06-12,KRX KIND
214610,롤링스톤,코스닥,2026-06-12,KRX KIND
214680,디알텍,코스닥,2026-06-12,KRX KIND
215000,골프존,코스닥,2026-06-12,KRX KIND
215090,솔디펜스,코스닥,2026-06-12,KRX KIND
215100,로보로보,코스닥,2026-06-12,KRX KIND
215200,메가스터디교육,코스닥,2026-06-12,KRX KIND
215360,우리산업,코스닥,2026-06-12,KRX KIND
215380,우정바이오,코스닥,2026-06-12,KRX KIND
215480,토박스코리아,코스닥,2026-06-12,KRX KIND
215600,신라젠,코스닥,2026-06-12,KRX KIND
215790,이노인스트루먼트,코스닥,2026-06-12,KRX KIND
216050,인크로스,코스닥,2026-06-12,KRX KIND
216080,제테마,코스닥,2026-06-12,KRX KIND
217190,제너셈,코스닥,2026-06-12,KRX KIND
217270,넵튠,코스닥,2026-06-12,KRX KIND
217330,싸이토젠,코스닥,2026-06-12,KRX KIND
217480,에스디생명공학,코스닥,2026-06-12,KRX KIND
217500,러셀,코스닥,2026-06-12,KRX KIND
217590,티엠씨,유가,2026-06-12,KRX KIND
217730,강스템바이오텍,코스닥,2026-06-12,KRX KIND
217820,원익피앤이,코스닥,2026-06-12,KRX KIND
218150,미래생명자원,코스닥,2026-06-12,KRX KIND
218410,RFHIC,코스닥,2026-06-12,KRX KIND
219130,타이거일렉,코스닥,2026-06-12,KRX KIND
219420,링크제니시스,코스닥,2026-06-12,KRX KIND
219550,디와이디,코스닥,2026-06-12,KRX KIND
219750,한국비티비,코스닥,2026-06-12,KRX KIND
220100,퓨쳐켐,코스닥,2026-06-12,KRX KIND
220180,핸디소프트,코스닥,2026-06-12,KRX KIND
220260,켐트로스,코스닥,2026-06-12,KRX KIND
221800,지구홀딩스,코스닥,2026-06-12,KRX KIND
221840,하이즈항공,코스닥,2026-06-12,KRX KIND
221980,케이디켐,코스닥,2026-06-12,KRX KIND
222040,코스맥스엔비티,코스닥,2026-06-12,KRX KIND
222080,씨아이에스,코스닥,2026-06-12,KRX KIND
222110,팬젠,코스닥,2026-06-12,KRX KIND
222160,NPX,코스닥,2026-06-12,KRX KIND
222420,쎄노텍,코스닥,2026-06-12,KRX KIND
222800,심텍,코스닥,2026-06-12,KRX KIND
222980,한국맥널티,코스닥,2026-06-12,KRX KIND
223250,드림씨아이에스,코스닥,2026-06-12,KRX KIND
223310,사토시홀딩스,코스닥,2026-06-12,KRX KIND
224060,더코디,코스닥,2026-06-12,KRX KIND
224110,에이텍모빌리티,코스닥,2026-06-12,KRX KIND
225190,LK삼양,코스닥,2026-06-12,KRX KIND
225220,제놀루션,코스닥,2026-06-12,KRX KIND
225430,케이엠제약,코스닥,2026-06-12,KRX KIND
225530,HC보광산업,코스닥,2026-06-12,KRX KIND
225570,넥슨게임즈,코스닥,2026-06-12,KRX KIND
225590,패션플랫폼,코스닥,2026-06-12,KRX KIND
226320,잇츠한불,유가,2026-06-12,KRX KIND
226330,신테카바이오,코스닥,2026-06-12,KRX KIND
226340,본느,코스닥,2026-06-12,KRX KIND
226400,오스테오닉,코스닥,2026-06-12,KRX KIND
226590,엠디바이스,코스닥,2026-06-12,KRX KIND
226950,올릭스,코스닥,2026-06-12,KRX KIND
227100,프로브잇,코스닥,2026-06-12,KRX KIND
227610,아우딘퓨쳐스,코스닥,2026-06-12,KRX KIND
227840,현대코퍼레이션홀딩스,유가,2026-06-12,KRX KIND
227950,엔투텍,코스닥,2026-06-12,KRX KIND
228340,동양파일,코스닥,2026-06-12,KRX KIND
228670,레이,코스닥,2026-06-12,KRX KIND
228760,지노믹트리,코스닥,2026-06-12,KRX KIND
228850,레이언스,코스닥,2026-06-12,KRX KIND
229000,젠큐릭스,코스닥,2026-06-12,KRX KIND
229640,LS에코에너지,유가,2026-06-12,KRX KIND
230240,에치에프알,코스닥,2026-06-12,KRX KIND
230360,에코마케팅,코스닥,2026-06-12,KRX KIND
232140,와이씨,코스닥,2026-06-12,KRX KIND
232680,라온로보틱스,코스닥,2026-06-12,KRX KIND
232830,아이티센피엔에스,코스닥,2026-06-12,KRX KIND
234030,싸이닉솔루션,코스닥,2026-06-12,KRX KIND
234080,JW생명과학,유가,2026-06-12,KRX KIND
234100,폴라리스세원,코스닥,2026-06-12,KRX KIND
234300,에스트래픽,코스닥,2026-06-12,KRX KIND
234340,헥토파이낸셜,코스닥,2026-06-12,KRX KIND
234690,녹십자웰빙,코스닥,2026-06-12,KRX KIND
234920,자이글,코스닥,2026-06-12,KRX KIND
235980,메드팩토,코스닥,2026-06-12,KRX KIND
236200,슈프리마,코스닥,2026-06-12,KRX KIND
236810,엔비티,코스닥,2026-06-12,KRX KIND
237690,에스티팜,코스닥,2026-06-12,KRX KIND
237750,피앤씨테크,코스닥,2026-06-12,KRX KIND
237820,플레이디,코스닥,2026-06-12,KRX KIND
237880,클리오,코스닥,2026-06-12,KRX KIND
238090,앤디포스,코스닥,2026-06-12,KRX KIND
238120,얼라인드,코스닥,2026-06-12,KRX KIND
238200,비피도,코스닥,2026-06-12,KRX KIND
238490,힘스,코스닥,2026-06-12,KRX KIND
239340,이스트에이드,코스닥,2026-06-12,KRX KIND
239610,에이치엘사이언스,코스닥,2026-06-12,KRX KIND
239890,피엔에이치테크,코스닥,2026-06-12,KRX KIND
240550,동방메디컬,코스닥,2026-06-12,KRX KIND
240600,유진테크놀로지,코스닥,2026-06-12,KRX KIND
240810,원익IPS,코스닥,2026-06-12,KRX KIND
241520,DSC인베스트먼트,코스닥,2026-06-12,KRX KIND
241560,두산밥캣,유가,2026-06-12,KRX KIND
241590,화승엔터프라이즈,유가,2026-06-12,KRX KIND
241690,유니테크노,코스닥,2026-06-12,KRX KIND
241710,코스메카코리아,코스닥,2026-06-12,KRX KIND
241770,메카로,코스닥,2026-06-12,KRX KIND
241790,티이엠씨씨엔에스,코스닥,2026-06-12,KRX KIND
241820,피씨엘,코스닥,2026-06-12,KRX KIND
241840,에이스토리,코스닥,2026-06-12,KRX KIND
242040,나무기술,코스닥,2026-06-12,KRX KIND
243070,휴온스,코스닥,2026-06-12,KRX KIND
243840,신흥에스이씨,코스닥,2026-06-12,KRX KIND
244460,올리패스,코스닥,2026-06-12,KRX KIND
244920,에이플러스에셋,유가,2026-06-12,KRX KIND
245620,EDGC,코스닥,2026-06-12,KRX KIND
246250,에스엘에스바이오,코스닥,2026-06-12,KRX KIND
246690,TS인베스트먼트,코스닥,2026-06-12,KRX KIND
246710,티앤알바이오팹,코스닥,2026-06-12,KRX KIND
246720,아스타,코스닥,2026-06-12,KRX KIND
246960,SCL사이언스,코스닥,2026-06-12,KRX KIND
247540,에코프로비엠,코스닥,2026-06-12,KRX KIND
247660,나노씨엠에스,코스닥,2026-06-12,KRX KIND
248070,솔루엠,유가,2026-06-12,KRX KIND
248170,샘표식품,유가,2026-06-12,KRX KIND
249420,일동제약,유가,2026-06-12,KRX KIND
250000,보라티알,코스닥,2026-06-12,KRX KIND
250060,모비스,코스닥,2026-06-12,KRX KIND
250930,예선테크,코스닥,2026-06-12,KRX KIND
251120,바이오에프디엔씨,코스닥,2026-06-12,KRX KIND
251270,넷마블,유가,2026-06-12,KRX KIND
251370,와이엠티,코스닥,2026-06-12,KRX KIND
251630,브이원텍,코스닥,2026-06-12,KRX KIND
251970,펌텍코리아,코스닥,2026-06-12,KRX KIND
252500,세화피앤씨,코스닥,2026-06-12,KRX KIND
252990,샘씨엔에스,코스닥,2026-06-12,KRX KIND
253450,스튜디오드래곤,코스닥,2026-06-12,KRX KIND
253590,네오셈,코스닥,2026-06-12,KRX KIND
253840,수젠텍,코스닥,2026-06-12,KRX KIND
254120,자비스,코스닥,2026-06-12,KRX KIND
254490,미래반도체,코스닥,2026-06-12,KRX KIND
255220,SG,코스닥,2026-06-12,KRX KIND
255440,야스,코스닥,2026-06-12,KRX KIND
256150,한독크린텍,코스닥,2026-06-12,KRX KIND
256630,포인트엔지니어링,코스닥,2026-06-12,KRX KIND
256840,한국비엔씨,코스닥,2026-06-12,KRX KIND
256940,킵스파마,코스닥,2026-06-12,KRX KIND
257370,피엔티엠에스,코스닥,2026-06-12,KRX KIND
257720,실리콘투,코스닥,2026-06-12,KRX KIND
258610,케일럼,코스닥,2026-06-12,KRX KIND
258790,소프트캠프,코스닥,2026-06-12,KRX KIND
258830,세종메디칼,코스닥,2026-06-12,KRX KIND
259630,엠플러스,코스닥,2026-06-12,KRX KIND
259960,크래프톤,유가,2026-06-12,KRX KIND
260660,알리코제약,코스닥,2026-06-12,KRX KIND
260930,씨티케이,코스닥,2026-06-12,KRX KIND
260970,에스앤디,코스닥,2026-06-12,KRX KIND
261200,덴티스,코스닥,2026-06-12,KRX KIND
261520,이지스,코스닥,2026-06-12,KRX KIND
261780,아리바이오LAB,코스닥,2026-06-12,KRX KIND
262260,에이프로,코스닥,2026-06-12,KRX KIND
262840,아이퀘스트,코스닥,2026-06-12,KRX KIND
263020,디케이앤디,코스닥,2026-06-12,KRX KIND
263050,유틸렉스,코스닥,2026-06-12,KRX KIND
263600,덕우전자,코스닥,2026-06-12,KRX KIND
263690,디알젬,코스닥,2026-06-12,KRX KIND
263700,케어랩스,코스닥,2026-06-12,KRX KIND
263720,디앤씨미디어,코스닥,2026-06-12,KRX KIND
263750,펄어비스,코스닥,2026-06-12,KRX KIND
263770,유에스티,코스닥,2026-06-12,KRX KIND
263800,데이타솔루션,코스닥,2026-06-12,KRX KIND
263810,상신전자,코스닥,2026-06-12,KRX KIND
263860,지니언스,코스닥,2026-06-12,KRX KIND
263920,휴엠앤씨,코스닥,2026-06-12,KRX KIND
264450,유비쿼스,코스닥,2026-06-12,KRX KIND
264660,씨앤지하이테크,코스닥,2026-06-12,KRX KIND
264850,이랜시스,코스닥,2026-06-12,KRX KIND
264900,크라운제과,유가,2026-06-12,KRX KIND
265520,AP시스템,코스닥,2026-06-12,KRX KIND
265560,영화테크,코스닥,2026-06-12,KRX KIND
265740,엔에프씨,코스닥,2026-06-12,KRX KIND
267250,HD현대,유가,2026-06-12,KRX KIND
267260,HD현대일렉트릭,유가,2026-06-12,KRX KIND
267270,HD건설기계,유가,2026-06-12,KRX KIND
267290,경동도시가스,유가,2026-06-12,KRX KIND
267320,나인테크,코스닥,2026-06-12,KRX KIND
267790,배럴,코스닥,2026-06-12,KRX KIND
267850,아시아나IDT,유가,2026-06-12,KRX KIND
267980,매일유업,코스닥,2026-06-12,KRX KIND
268280,미원에스씨,유가,2026-06-12,KRX KIND
269620,시스웍,코스닥,2026-06-12,KRX KIND
270520,앱튼,코스닥,2026-06-12,KRX KIND
270660,에브리봇,코스닥,2026-06-12,KRX KIND
270870,뉴트리,코스닥,2026-06-12,KRX KIND
271560,오리온,유가,2026-06-12,KRX KIND
271830,팸텍,코스닥,2026-06-12,KRX KIND
271940,일진하이솔루스,유가,2026-06-12,KRX KIND
271980,제일약품,유가,2026-06-12,KRX KIND
272110,케이엔제이,코스닥,2026-06-12,KRX KIND
272210,한화시스템,유가,2026-06-12,KRX KIND
272290,이녹스첨단소재,코스닥,2026-06-12,KRX KIND
272450,진에어,유가,2026-06-12,KRX KIND
272550,삼양패키징,유가,2026-06-12,KRX KIND
273060,와이즈버즈,코스닥,2026-06-12,KRX KIND
273640,와이엠텍,코스닥,2026-06-12,KRX KIND
274090,켄코아에어로스페이스,코스닥,2026-06-12,KRX KIND
274400,이노시뮬레이션,코스닥,2026-06-12,KRX KIND
275630,에스에스알,코스닥,2026-06-12,KRX KIND
276040,스코넥,코스닥,2026-06-12,KRX KIND
276730,한울앤제주,코스닥,2026-06-12,KRX KIND
277070,린드먼아시아,코스닥,2026-06-12,KRX KIND
277410,인산가,코스닥,2026-06-12,KRX KIND
277810,레인보우로보틱스,코스닥,2026-06-12,KRX KIND
277880,티에스아이,코스닥,2026-06-12,KRX KIND
278280,천보,코스닥,2026-06-12,KRX KIND
278470,에이피알,유가,2026-06-12,KRX KIND
278650,HLB바이오스텝,코스닥,2026-06-12,KRX KIND
279570,케이뱅크,유가,2026-06-12,KRX KIND
279600,미디어젠,코스닥,2026-06-12,KRX KIND
280360,롯데웰푸드,유가,2026-06-12,KRX KIND
281740,레이크머티리얼즈,코스닥,2026-06-12,KRX KIND
281820,케이씨텍,유가,2026-06-12,KRX KIND
282330,BGF리테일,유가,2026-06-12,KRX KIND
